,index,YearsCodePro
39598,39598,11
39600,39600,7
39602,39602,7
39603,39603,1
39605,39605,8
39607,39607,3
39615,39615,18
39617,39617,5
39618,39618,13
39619,39619,1
39620,39620,24
39621,39621,13
39622,39622,2
39624,39624,2
39625,39625,5
39626,39626,12
39627,39627,12
39628,39628,7
39631,39631,7
39632,39632,1
39635,39635,8
39637,39637,4
39641,39641,1
39642,39642,12
39644,39644,4
39646,39646,11
39649,39649,5
39652,39652,15
39653,39653,12
39654,39654,5
39655,39655,6
39657,39657,4
39659,39659,15
39660,39660,30
39662,39662,1
39663,39663,1
39664,39664,1
39668,39668,3
39669,39669,4
39670,39670,8
39671,39671,12
39672,39672,14
39675,39675,11
39676,39676,2
39677,39677,1
39678,39678,47
39679,39679,6
39682,39682,10
39684,39684,1
39686,39686,32
39688,39688,20
39689,39689,10
39690,39690,6
39691,39691,1
39692,39692,1
39695,39695,1
39696,39696,2
39697,39697,4
39698,39698,6
39699,39699,6
39701,39701,40
39702,39702,4
39705,39705,1
39706,39706,13
39708,39708,8
39710,39710,9
39712,39712,1
39713,39713,8
39715,39715,6
39721,39721,7
39722,39722,7
39723,39723,15
39724,39724,6
39727,39727,2
39728,39728,11
39729,39729,28
39730,39730,2
39733,39733,2
39734,39734,7
39735,39735,1
39736,39736,5
39737,39737,5
39738,39738,4
39739,39739,1
39741,39741,3
39743,39743,2
39744,39744,14
39746,39746,2
39747,39747,37
39749,39749,6
39750,39750,5
39751,39751,9
39752,39752,2
39755,39755,12
39756,39756,10
39758,39758,3
39759,39759,8
39762,39762,1
39763,39763,10
39765,39765,8
39766,39766,3
39767,39767,15
39768,39768,13
39770,39770,1
39771,39771,1
39773,39773,2
39774,39774,9
39775,39775,20
39776,39776,27
39777,39777,17
39779,39779,7
39780,39780,3
39781,39781,9
39783,39783,25
39785,39785,3
39787,39787,13
39788,39788,11
39789,39789,1
39791,39791,2
39792,39792,22
39793,39793,13
39795,39795,14
39797,39797,22
39798,39798,7
39799,39799,2
39800,39800,10
39802,39802,20
39804,39804,6
39805,39805,2
39807,39807,1
39808,39808,10
39809,39809,1
39810,39810,3
39811,39811,10
39812,39812,16
39813,39813,1
39814,39814,20
39815,39815,1
39821,39821,5
39822,39822,3
39823,39823,5
39824,39824,7
39825,39825,19
39827,39827,25
39829,39829,2
39830,39830,4
39831,39831,8
39833,39833,8
39835,39835,20
39836,39836,10
39837,39837,1
39838,39838,8
39839,39839,1
39840,39840,11
39841,39841,5
39842,39842,6
39847,39847,7
39849,39849,1
39850,39850,9
39851,39851,1
39852,39852,5
39853,39853,20
39854,39854,8
39856,39856,3
39857,39857,3
39859,39859,10
39861,39861,1
39862,39862,7
39863,39863,3
39864,39864,10
39865,39865,16
39866,39866,3
39867,39867,22
39869,39869,4
39871,39871,3
39875,39875,6
39876,39876,2
39877,39877,6
39878,39878,3
39880,39880,5
39884,39884,1
39885,39885,2
39888,39888,4
39889,39889,5
39891,39891,5
39893,39893,2
39894,39894,1
39895,39895,7
39896,39896,25
39898,39898,8
39899,39899,25
39901,39901,3
39902,39902,1
39903,39903,7
39904,39904,15
39908,39908,6
39910,39910,3
39911,39911,6
39912,39912,5
39914,39914,3
39915,39915,7
39916,39916,5
39917,39917,2
39918,39918,30
39919,39919,1
39920,39920,4
39921,39921,1
39922,39922,16
39925,39925,3
39927,39927,2
39929,39929,21
39931,39931,1
39933,39933,7
39934,39934,25
39935,39935,15
39936,39936,5
39937,39937,5
39939,39939,5
39940,39940,5
39942,39942,1
39944,39944,2
39945,39945,4
39946,39946,1
39947,39947,5
39950,39950,28
39951,39951,7
39953,39953,13
39954,39954,15
39955,39955,2
39957,39957,18
39958,39958,1
39959,39959,1
39963,39963,2
39964,39964,10
39966,39966,3
39967,39967,5
39972,39972,22
39976,39976,5
39977,39977,3
39978,39978,4
39979,39979,5
39981,39981,11
39984,39984,1
39985,39985,2
39987,39987,33
39990,39990,7
39992,39992,1
39993,39993,15
39994,39994,2
39995,39995,1
39996,39996,12
40001,40001,3
40002,40002,16
40004,40004,3
40005,40005,2
40007,40007,1
40008,40008,2
40011,40011,35
40014,40014,8
40017,40017,6
40018,40018,1
40019,40019,19
40021,40021,3
40022,40022,1
40023,40023,7
40024,40024,6
40025,40025,5
40027,40027,3
40029,40029,21
40030,40030,8
40032,40032,5
40033,40033,1
40034,40034,6
40035,40035,3
40037,40037,3
40038,40038,1
40040,40040,2
40042,40042,17
40043,40043,5
40044,40044,3
40046,40046,7
40047,40047,1
40048,40048,20
40050,40050,8
40052,40052,2
40054,40054,50
40055,40055,31
40056,40056,33
40057,40057,4
40058,40058,8
40060,40060,15
40061,40061,13
40062,40062,7
40063,40063,4
40064,40064,40
40065,40065,14
40066,40066,16
40067,40067,16
40069,40069,4
40070,40070,12
40071,40071,1
40072,40072,2
40073,40073,5
40075,40075,5
40080,40080,15
40081,40081,10
40082,40082,1
40083,40083,3
40086,40086,5
40088,40088,21
40089,40089,5
40091,40091,4
40092,40092,5
40094,40094,30
40099,40099,23
40100,40100,22
40103,40103,15
40106,40106,18
40107,40107,15
40109,40109,5
40110,40110,8
40111,40111,4
40113,40113,1
40114,40114,6
40115,40115,4
40117,40117,4
40120,40120,8
40121,40121,14
40122,40122,5
40123,40123,5
40124,40124,12
40125,40125,5
40128,40128,10
40129,40129,25
40130,40130,12
40136,40136,1
40137,40137,21
40139,40139,7
40140,40140,10
40141,40141,1
40142,40142,6
40143,40143,12
40144,40144,6
40145,40145,7
40146,40146,17
40147,40147,8
40150,40150,6
40152,40152,13
40153,40153,3
40155,40155,5
40156,40156,2
40158,40158,27
40160,40160,7
40161,40161,4
40162,40162,11
40163,40163,2
40165,40165,2
40166,40166,6
40169,40169,9
40173,40173,3
40177,40177,17
40178,40178,2
40181,40181,5
40182,40182,5
40184,40184,7
40185,40185,3
40186,40186,7
40188,40188,8
40190,40190,1
40192,40192,15
40194,40194,8
40195,40195,7
40196,40196,1
40198,40198,15
40199,40199,5
40202,40202,13
40204,40204,14
40206,40206,3
40207,40207,2
40209,40209,25
40211,40211,6
40212,40212,4
40213,40213,22
40214,40214,14
40215,40215,2
40217,40217,8
40218,40218,18
40219,40219,6
40220,40220,35
40222,40222,15
40226,40226,3
40227,40227,21
40228,40228,14
40229,40229,15
40230,40230,19
40231,40231,5
40233,40233,4
40239,40239,15
40240,40240,1
40244,40244,9
40245,40245,8
40246,40246,1
40250,40250,2
40252,40252,6
40253,40253,15
40254,40254,8
40255,40255,4
40256,40256,6
40266,40266,2
40268,40268,3
40269,40269,4
40270,40270,20
40272,40272,1
40274,40274,10
40275,40275,8
40276,40276,14
40277,40277,10
40278,40278,10
40279,40279,1
40284,40284,12
40285,40285,2
40286,40286,12
40287,40287,6
40288,40288,30
40289,40289,3
40290,40290,19
40292,40292,2
40293,40293,6
40294,40294,3
40296,40296,1
40299,40299,5
40301,40301,2
40302,40302,5
40304,40304,4
40306,40306,20
40307,40307,8
40309,40309,4
40312,40312,32
40316,40316,15
40317,40317,3
40320,40320,6
40321,40321,20
40323,40323,1
40324,40324,20
40325,40325,24
40326,40326,13
40330,40330,6
40332,40332,4
40333,40333,7
40334,40334,40
40335,40335,4
40336,40336,22
40337,40337,1
40338,40338,2
40339,40339,10
40341,40341,12
40342,40342,9
40343,40343,6
40344,40344,2
40346,40346,2
40347,40347,5
40349,40349,13
40350,40350,9
40354,40354,1
40359,40359,7
40360,40360,1
40363,40363,12
40364,40364,4
40366,40366,20
40367,40367,2
40368,40368,7
40370,40370,4
40374,40374,5
40375,40375,12
40376,40376,11
40377,40377,1
40378,40378,10
40380,40380,10
40381,40381,18
40383,40383,2
40385,40385,6
40386,40386,10
40387,40387,25
40390,40390,25
40392,40392,5
40393,40393,8
40394,40394,5
40397,40397,15
40398,40398,2
40402,40402,1
40403,40403,8
40404,40404,4
40407,40407,14
40408,40408,5
40415,40415,25
40416,40416,1
40417,40417,31
40419,40419,3
40423,40423,6
40428,40428,6
40429,40429,8
40432,40432,2
40434,40434,10
40438,40438,16
40439,40439,10
40440,40440,8
40442,40442,1
40443,40443,1
40444,40444,5
40445,40445,20
40446,40446,24
40448,40448,3
40449,40449,5
40450,40450,15
40451,40451,16
40452,40452,2
40455,40455,5
40457,40457,2
40458,40458,4
40459,40459,7
40460,40460,5
40461,40461,3
40462,40462,4
40463,40463,2
40464,40464,30
40465,40465,7
40466,40466,1
40467,40467,4
40468,40468,12
40469,40469,5
40470,40470,35
40471,40471,6
40472,40472,45
40474,40474,20
40478,40478,3
40482,40482,9
40483,40483,6
40484,40484,3
40487,40487,4
40488,40488,3
40489,40489,17
40491,40491,10
40494,40494,10
40496,40496,4
40498,40498,2
40499,40499,4
40500,40500,8
40501,40501,7
40503,40503,20
40504,40504,9
40505,40505,4
40506,40506,3
40507,40507,20
40509,40509,6
40510,40510,5
40511,40511,10
40513,40513,2
40516,40516,10
40517,40517,3
40520,40520,8
40521,40521,5
40522,40522,5
40523,40523,30
40524,40524,3
40526,40526,6
40527,40527,4
40529,40529,7
40531,40531,22
40533,40533,20
40534,40534,40
40538,40538,8
40539,40539,1
40540,40540,6
40541,40541,10
40543,40543,1
40545,40545,5
40546,40546,5
40547,40547,24
40552,40552,33
40554,40554,3
40555,40555,4
40558,40558,6
40560,40560,2
40561,40561,2
40562,40562,20
40563,40563,36
40566,40566,14
40567,40567,3
40568,40568,4
40569,40569,3
40570,40570,22
40573,40573,6
40577,40577,7
40578,40578,1
40579,40579,14
40583,40583,18
40584,40584,11
40585,40585,3
40586,40586,13
40587,40587,11
40588,40588,20
40589,40589,10
40590,40590,15
40591,40591,3
40592,40592,22
40594,40594,6
40595,40595,22
40596,40596,8
40597,40597,4
40599,40599,17
40600,40600,2
40601,40601,1
40602,40602,3
40603,40603,12
40604,40604,4
40605,40605,12
40606,40606,8
40607,40607,40
40608,40608,6
40609,40609,2
40611,40611,25
40612,40612,3
40613,40613,5
40614,40614,7
40616,40616,3
40618,40618,17
40620,40620,30
40621,40621,41
40622,40622,1
40623,40623,3
40624,40624,35
40625,40625,20
40626,40626,2
40627,40627,4
40628,40628,9
40630,40630,3
40631,40631,1
40632,40632,6
40633,40633,2
40634,40634,9
40636,40636,2
40637,40637,13
40639,40639,4
40641,40641,1
40644,40644,1
40645,40645,1
40646,40646,12
40647,40647,16
40648,40648,15
40649,40649,1
40652,40652,4
40653,40653,6
40654,40654,18
40655,40655,4
40656,40656,9
40657,40657,36
40658,40658,4
40659,40659,14
40661,40661,3
40662,40662,3
40663,40663,30
40665,40665,3
40667,40667,1
40668,40668,4
40670,40670,3
40671,40671,7
40673,40673,38
40674,40674,10
40675,40675,10
40676,40676,5
40679,40679,4
40681,40681,8
40682,40682,3
40683,40683,9
40684,40684,4
40685,40685,3
40687,40687,1
40688,40688,5
40689,40689,17
40692,40692,4
40693,40693,2
40698,40698,2
40699,40699,5
40700,40700,1
40702,40702,10
40704,40704,1
40706,40706,9
40707,40707,16
40709,40709,10
40710,40710,15
40711,40711,5
40714,40714,9
40715,40715,5
40716,40716,12
40717,40717,20
40719,40719,1
40720,40720,4
40722,40722,5
40723,40723,1
40724,40724,4
40729,40729,10
40730,40730,10
40732,40732,14
40734,40734,3
40735,40735,7
40736,40736,6
40737,40737,15
40739,40739,3
40741,40741,10
40743,40743,12
40746,40746,20
40749,40749,7
40750,40750,23
40753,40753,3
40755,40755,3
40758,40758,6
40759,40759,20
40760,40760,4
40761,40761,13
40762,40762,10
40763,40763,3
40764,40764,18
40768,40768,7
40769,40769,3
40771,40771,5
40776,40776,23
40778,40778,7
40779,40779,1
40781,40781,14
40782,40782,16
40783,40783,2
40787,40787,11
40789,40789,2
40790,40790,15
40791,40791,33
40792,40792,5
40793,40793,2
40795,40795,7
40798,40798,20
40799,40799,5
40800,40800,16
40802,40802,2
40804,40804,20
40805,40805,7
40810,40810,20
40811,40811,6
40812,40812,5
40814,40814,4
40815,40815,2
40816,40816,1
40818,40818,4
40819,40819,3
40820,40820,6
40821,40821,14
40822,40822,24
40824,40824,8
40827,40827,18
40828,40828,10
40829,40829,9
40832,40832,7
40833,40833,12
40834,40834,12
40835,40835,1
40836,40836,4
40838,40838,1
40840,40840,4
40841,40841,4
40842,40842,1
40845,40845,7
40846,40846,15
40848,40848,5
40849,40849,9
40850,40850,6
40851,40851,13
40855,40855,25
40857,40857,12
40861,40861,1
40863,40863,4
40864,40864,10
40865,40865,2
40866,40866,8
40867,40867,2
40869,40869,25
40870,40870,15
40872,40872,24
40873,40873,8
40875,40875,42
40877,40877,1
40878,40878,5
40879,40879,12
40880,40880,27
40881,40881,18
40882,40882,30
40883,40883,3
40884,40884,5
40885,40885,10
40886,40886,3
40887,40887,23
40890,40890,3
40891,40891,5
40892,40892,6
40893,40893,2
40894,40894,2
40895,40895,7
40896,40896,2
40897,40897,3
40898,40898,3
40900,40900,3
40901,40901,1
40902,40902,17
40903,40903,15
40904,40904,5
40905,40905,22
40909,40909,6
40910,40910,22
40911,40911,3
40912,40912,2
40913,40913,6
40914,40914,11
40915,40915,3
40916,40916,4
40920,40920,4
40921,40921,3
40922,40922,3
40923,40923,8
40924,40924,12
40925,40925,1
40926,40926,6
40927,40927,8
40928,40928,4
40929,40929,6
40930,40930,3
40931,40931,1
40932,40932,10
40933,40933,30
40934,40934,6
40935,40935,10
40938,40938,4
40940,40940,5
40941,40941,3
40942,40942,4
40944,40944,2
40945,40945,7
40947,40947,6
40948,40948,1
40949,40949,25
40953,40953,2
40955,40955,3
40956,40956,14
40959,40959,4
40960,40960,8
40961,40961,25
40963,40963,15
40964,40964,1
40965,40965,25
40968,40968,4
40969,40969,2
40971,40971,6
40975,40975,3
40976,40976,5
40977,40977,1
40979,40979,1
40980,40980,3
40983,40983,1
40985,40985,13
40987,40987,5
40989,40989,14
40990,40990,4
40991,40991,3
40993,40993,10
40994,40994,14
40996,40996,3
40997,40997,5
40998,40998,14
41000,41000,2
41001,41001,20
41003,41003,7
41004,41004,18
41005,41005,5
41010,41010,4
41011,41011,9
41012,41012,8
41013,41013,8
41014,41014,3
41015,41015,6
41016,41016,3
41018,41018,28
41019,41019,22
41022,41022,1
41023,41023,5
41024,41024,3
41025,41025,5
41028,41028,8
41029,41029,6
41031,41031,5
41032,41032,11
41034,41034,24
41036,41036,6
41037,41037,12
41038,41038,6
41041,41041,11
41043,41043,1
41044,41044,5
41045,41045,11
41046,41046,1
41048,41048,2
41053,41053,4
41054,41054,4
41055,41055,35
41056,41056,18
41057,41057,10
41058,41058,14
41059,41059,30
41060,41060,40
41061,41061,5
41062,41062,7
41063,41063,5
41065,41065,2
41066,41066,15
41067,41067,1
41069,41069,2
41070,41070,7
41072,41072,1
41073,41073,2
41074,41074,20
41075,41075,6
41076,41076,22
41077,41077,3
41080,41080,5
41081,41081,5
41084,41084,5
41086,41086,5
41087,41087,20
41088,41088,6
41089,41089,2
41094,41094,1
41095,41095,20
41096,41096,4
41097,41097,2
41098,41098,4
41099,41099,1
41100,41100,10
41101,41101,9
41102,41102,2
41103,41103,4
41104,41104,19
41106,41106,5
41107,41107,2
41108,41108,30
41110,41110,22
41111,41111,6
41113,41113,24
41117,41117,30
41118,41118,15
41122,41122,6
41124,41124,14
41125,41125,5
41126,41126,2
41127,41127,6
41128,41128,8
41129,41129,6
41130,41130,2
41132,41132,1
41133,41133,4
41134,41134,42
41135,41135,20
41136,41136,4
41139,41139,3
41141,41141,6
41142,41142,21
41143,41143,1
41144,41144,1
41145,41145,7
41146,41146,6
41147,41147,15
41149,41149,4
41153,41153,8
41155,41155,50
41156,41156,12
41157,41157,5
41158,41158,3
41160,41160,1
41162,41162,14
41163,41163,2
41164,41164,8
41165,41165,40
41167,41167,14
41168,41168,15
41169,41169,3
41171,41171,4
41172,41172,5
41175,41175,4
41176,41176,15
41177,41177,7
41178,41178,4
41179,41179,8
41182,41182,2
41183,41183,2
41184,41184,2
41185,41185,6
41188,41188,4
41193,41193,10
41195,41195,7
41196,41196,6
41197,41197,4
41198,41198,6
41199,41199,4
41201,41201,4
41203,41203,2
41205,41205,30
41206,41206,1
41207,41207,4
41209,41209,10
41210,41210,21
41211,41211,33
41212,41212,4
41216,41216,3
41221,41221,13
41222,41222,21
41224,41224,3
41225,41225,25
41227,41227,2
41229,41229,15
41232,41232,1
41233,41233,16
41234,41234,5
41235,41235,24
41240,41240,9
41241,41241,7
41242,41242,21
41245,41245,30
41246,41246,5
41247,41247,21
41248,41248,5
41249,41249,15
41250,41250,1
41253,41253,20
41254,41254,1
41255,41255,1
41256,41256,14
41257,41257,40
41258,41258,1
41259,41259,2
41260,41260,13
41261,41261,27
41263,41263,10
41264,41264,4
41265,41265,1
41266,41266,1
41268,41268,14
41272,41272,1
41273,41273,1
41274,41274,3
41276,41276,10
41278,41278,22
41279,41279,27
41280,41280,13
41281,41281,4
41282,41282,2
41284,41284,3
41286,41286,7
41288,41288,1
41290,41290,7
41292,41292,17
41293,41293,18
41294,41294,6
41295,41295,33
41296,41296,4
41297,41297,3
41299,41299,9
41300,41300,30
41301,41301,1
41302,41302,4
41303,41303,22
41304,41304,1
41306,41306,2
41307,41307,10
41308,41308,4
41312,41312,1
41313,41313,9
41314,41314,2
41315,41315,1
41317,41317,12
41318,41318,10
41319,41319,1
41320,41320,11
41321,41321,12
41322,41322,5
41323,41323,21
41324,41324,4
41325,41325,3
41327,41327,20
41328,41328,20
41331,41331,4
41335,41335,22
41337,41337,19
41338,41338,10
41339,41339,2
41342,41342,16
41344,41344,5
41345,41345,2
41347,41347,9
41349,41349,25
41350,41350,15
41351,41351,10
41352,41352,1
41353,41353,3
41354,41354,6
41355,41355,4
41358,41358,1
41361,41361,5
41366,41366,1
41368,41368,7
41370,41370,24
41371,41371,1
41372,41372,20
41375,41375,7
41377,41377,7
41378,41378,7
41379,41379,5
41380,41380,5
41381,41381,1
41383,41383,10
41385,41385,6
41386,41386,24
41391,41391,1
41392,41392,17
41393,41393,10
41394,41394,3
41395,41395,25
41396,41396,15
41397,41397,4
41398,41398,1
41402,41402,10
41403,41403,1
41404,41404,22
41406,41406,4
41407,41407,4
41408,41408,8
41409,41409,6
41410,41410,15
41412,41412,3
41413,41413,3
41414,41414,3
41415,41415,17
41416,41416,5
41418,41418,4
41419,41419,8
41423,41423,6
41424,41424,2
41425,41425,20
41428,41428,3
41429,41429,2
41431,41431,5
41432,41432,3
41433,41433,2
41434,41434,22
41435,41435,2
41437,41437,9
41439,41439,6
41440,41440,3
41442,41442,2
41444,41444,1
41445,41445,7
41446,41446,1
41448,41448,5
41449,41449,1
41450,41450,3
41451,41451,9
41452,41452,2
41453,41453,1
41455,41455,28
41456,41456,2
41458,41458,13
41460,41460,4
41461,41461,13
41462,41462,1
41463,41463,4
41464,41464,1
41465,41465,14
41466,41466,1
41469,41469,7
41470,41470,9
41474,41474,20
41476,41476,5
